,symbol,open_alias,close,high,low,preclose,change,chg,volume,amplitude,mktcap,market,date
0,AAPL,143.77,144.84,144.90,143.51,143.76,1.08,0.75,67940307,0.96%,2394229182905,NASDAQ,20211015
1,MSFT,302.34,304.21,304.45,300.52,302.75,1.46,0.48,25384546,1.30%,2286104544504,NASDAQ,20211015
2,GOOG,2844.00,2833.50,2844.00,2821.29,2828.24,5.26,0.19,1061926,0.80%,1889250020484,NASDAQ,20211015
3,GOOGL,2832.29,2827.36,2834.36,2815.10,2823.02,4.34,0.15,1513325,0.68%,1885156149141,NASDAQ,20211015
4,AMZN,3311.42,3409.02,3410.42,3304.00,3299.86,109.16,3.31,5179867,3.22%,1726465871382,NASDAQ,20211015
5,FB,328.68,324.76,329.07,322.51,328.53,-3.77,-1.15,21596370,2.00%,915642823678,NASDAQ,20211015
6,TSLA,823.74,843.03,843.21,822.35,818.32,24.71,3.02,18924567,2.55%,844519944088,NASDAQ,20211015
7,BRK.A,429300.00,427701.00,429300.00,424945.34,423647.94,4053.06,0.96,1201,1.03%,644565936648,NYSE,20211015
8,BRK.B,283.94,284.21,284.97,282.27,281.64,2.57,0.91,4315875,0.96%,642477044783,NYSE,20211015
9,TSM,114.78,114.86,114.95,112.96,112.56,2.30,2.04,11558807,1.77%,595672692525,NYSE,20211015
10,NVDA,218.10,218.62,219.31,216.62,217.46,1.16,0.53,22699361,1.24%,546549987793,NASDAQ,20211015
11,JPM,165.35,166.61,167.17,164.14,163.47,3.14,1.92,14267388,1.85%,497856565520,NYSE,20211015
12,V,227.22,230.99,231.09,226.73,225.18,5.81,2.58,6354987,1.94%,491273486682,NYSE,20211015
13,BABA,166.99,168.00,169.80,165.44,166.78,1.22,0.73,20762718,2.62%,455433493200,NYSE,20211015
14,VXUS,64.98,65.18,65.20,64.88,64.62,0.56,0.87,2424503,0.49%,441943107392,NASDAQ,20211015
15,JNJ,161.03,161.30,161.81,160.41,160.11,1.19,0.74,6918374,0.87%,424619369473,NYSE,20211015
16,UNH,422.05,428.07,430.49,421.50,420.36,7.71,1.83,3311999,2.14%,403634643770,NYSE,20211015
17,WMT,140.62,140.55,141.09,139.96,139.87,0.68,0.49,6912386,0.81%,391923376549,NYSE,20211015
18,BAC,45.77,46.37,46.67,45.36,45.07,1.30,2.88,64264903,2.91%,390198910179,NYSE,20211015
19,HD,346.54,350.41,350.95,345.75,344.05,6.36,1.85,3472393,1.51%,369808244881,NYSE,20211015
